Index,Num_c,SMILES
0898,17,CCCC(C)[N+](CCC)(CC(C)C)C(C)CCC
0899,17,CCCC(C)[N+](CCC)(CC(C)C)CC(C)CC
0900,17,CCCC(C)[N+](CCC)(CC(C)CC)C(C)(C)C
0901,17,CCCC(C)[N+](CCC)(CCC(C)C)C(C)(C)C
0902,17,CCCC(C)[N+](CCC)(CCC(C)C)CC(C)C
0903,17,CCCCCCC[N+](C(C)C)(C(C)C)C(C)(C)C
0904,17,CCCCCCC[N+](C)(C(C)CCC)C(C)(C)C
0905,17,CCCCCCC[N+](C)(CC(C)C)C(C)CCC
0906,17,CCCCCCC[N+](C)(CC(C)C)CC(C)CC
0907,17,CCCCCCC[N+](C)(CC(C)CC)C(C)(C)C
0908,17,CCCCCCC[N+](C)(CC)CCCCCCC
0909,17,CCCCCCC[N+](C)(CCC(C)C)C(C)(C)C
0910,17,CCCCCCC[N+](C)(CCC(C)C)CC(C)C
0911,17,CCCCCCC[N+](C)(CCC)CCCCCC
0912,17,CCCCCCC[N+](C)(CCCC)C(C)CCC
0913,17,CCCCCCC[N+](C)(CCCC)CC(C)CC
0914,17,CCCCCCC[N+](C)(CCCC)CCC(C)C
0915,17,CCCCCCC[N+](C)(CCCC)CCCCC
0916,17,CCCCCCC[N+](C)(CCCCC)C(C)(C)C
0917,17,CCCCCCC[N+](C)(CCCCC)CC(C)C
0918,17,CCCCCCC[N+](C)(CCCCCC)C(C)C
0919,17,CCCCCCC[N+](CC(C)C)(C(C)C)C(C)C
0920,17,CCCCCCC[N+](CC)(C(C)(C)C)C(C)(C)C
0921,17,CCCCCCC[N+](CC)(C(C)C)C(C)CCC
0922,17,CCCCCCC[N+](CC)(CC(C)C)C(C)(C)C
0923,17,CCCCCCC[N+](CC)(CC(C)C)CC(C)C
0924,17,CCCCCCC[N+](CC)(CC(C)CC)C(C)C
0925,17,CCCCCCC[N+](CC)(CC)CCCCCC
0926,17,CCCCCCC[N+](CC)(CCC(C)C)C(C)C
0927,17,CCCCCCC[N+](CC)(CCC)C(C)CCC
0928,17,CCCCCCC[N+](CC)(CCC)CC(C)CC
0929,17,CCCCCCC[N+](CC)(CCC)CCC(C)C
0930,17,CCCCCCC[N+](CC)(CCC)CCCCC
0931,17,CCCCCCC[N+](CC)(CCCC)C(C)(C)C
0932,17,CCCCCCC[N+](CC)(CCCC)CC(C)C
0933,17,CCCCCCC[N+](CC)(CCCC)CCCC
0934,17,CCCCCCC[N+](CC)(CCCCC)C(C)C
0935,17,CCCCCCC[N+](CCC)(C(C)C)C(C)(C)C
0936,17,CCCCCCC[N+](CCC)(CC(C)C)C(C)C
0937,17,CCCCCCC[N+](CCC)(CCC)C(C)(C)C
0938,17,CCCCCCC[N+](CCC)(CCC)CC(C)C
0939,17,CCCCCCC[N+](CCC)(CCC)CCCC
0940,17,CCCCCCC[N+](CCC)(CCCC)C(C)C
0941,17,CCCCCCC[N+](CCCC)(C(C)C)C(C)C
0942,17,CCCCCC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
0943,17,CCCCCC[N+](C(C)C)(C(C)C)C(C)CCC
0944,17,CCCCCC[N+](C)(C(C)CCC)C(C)CCC
0945,17,CCCCCC[N+](C)(CC(C)CC)C(C)CCC
0946,17,CCCCCC[N+](C)(CC(C)CC)CC(C)CC
0947,17,CCCCCC[N+](C)(CCC(C)C)C(C)CCC
0948,17,CCCCCC[N+](C)(CCC(C)C)CC(C)CC
0949,17,CCCCCC[N+](C)(CCC(C)C)CCC(C)C
0950,17,CCCCCC[N+](C)(CCCC)CCCCCC
0951,17,CCCCCC[N+](C)(CCCCC)C(C)CCC
0952,17,CCCCCC[N+](C)(CCCCC)CC(C)CC
0953,17,CCCCCC[N+](C)(CCCCC)CCC(C)C
0954,17,CCCCCC[N+](C)(CCCCC)CCCCC
0955,17,CCCCCC[N+](C)(CCCCCC)C(C)(C)C
0956,17,CCCCCC[N+](C)(CCCCCC)CC(C)C
0957,17,CCCCCC[N+](CC(C)C)(C(C)C)C(C)(C)C
0958,17,CCCCCC[N+](CC(C)C)(CC(C)C)C(C)C
0959,17,CCCCCC[N+](CC(C)CC)(C(C)C)C(C)C
0960,17,CCCCCC[N+](CC)(C(C)CCC)C(C)(C)C
0961,17,CCCCCC[N+](CC)(CC(C)C)C(C)CCC
0962,17,CCCCCC[N+](CC)(CC(C)C)CC(C)CC
0963,17,CCCCCC[N+](CC)(CC(C)CC)C(C)(C)C
0964,17,CCCCCC[N+](CC)(CCC(C)C)C(C)(C)C
0965,17,CCCCCC[N+](CC)(CCC(C)C)CC(C)C
0966,17,CCCCCC[N+](CC)(CCC)CCCCCC
0967,17,CCCCCC[N+](CC)(CCCC)C(C)CCC
0968,17,CCCCCC[N+](CC)(CCCC)CC(C)CC
0969,17,CCCCCC[N+](CC)(CCCC)CCC(C)C
0970,17,CCCCCC[N+](CC)(CCCC)CCCCC
0971,17,CCCCCC[N+](CC)(CCCCC)C(C)(C)C
0972,17,CCCCCC[N+](CC)(CCCCC)CC(C)C
0973,17,CCCCCC[N+](CC)(CCCCCC)C(C)C
0974,17,CCCCCC[N+](CCC(C)C)(C(C)C)C(C)C
0975,17,CCCCCC[N+](CCC)(C(C)(C)C)C(C)(C)C
0976,17,CCCCCC[N+](CCC)(C(C)C)C(C)CCC
0977,17,CCCCCC[N+](CCC)(CC(C)C)C(C)(C)C
0978,17,CCCCCC[N+](CCC)(CC(C)C)CC(C)C
0979,17,CCCCCC[N+](CCC)(CC(C)CC)C(C)C
0980,17,CCCCCC[N+](CCC)(CCC(C)C)C(C)C
0981,17,CCCCCC[N+](CCC)(CCC)C(C)CCC
0982,17,CCCCCC[N+](CCC)(CCC)CC(C)CC
0983,17,CCCCCC[N+](CCC)(CCC)CCC(C)C
0984,17,CCCCCC[N+](CCC)(CCC)CCCCC
0985,17,CCCCCC[N+](CCC)(CCCC)C(C)(C)C
0986,17,CCCCCC[N+](CCC)(CCCC)CC(C)C
0987,17,CCCCCC[N+](CCC)(CCCC)CCCC
0988,17,CCCCCC[N+](CCC)(CCCCC)C(C)C
0989,17,CCCCCC[N+](CCCC)(C(C)C)C(C)(C)C
0990,17,CCCCCC[N+](CCCC)(CC(C)C)C(C)C
0991,17,CCCCCC[N+](CCCC)(CCCC)C(C)C
0992,17,CCCCCC[N+](CCCCC)(C(C)C)C(C)C
0993,17,CCCCC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
0994,17,CCCCC[N+](C(C)C)(C(C)CCC)C(C)(C)C
0995,17,CCCCC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
0996,17,CCCCC[N+](CC(C)C)(C(C)C)C(C)CCC
0997,17,CCCCC[N+](CC(C)C)(CC(C)C)C(C)(C)C
0998,17,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)C
0999,17,CCCCC[N+](CC(C)C)(CC(C)CC)C(C)C
1000,17,CCCCC[N+](CC(C)CC)(C(C)C)C(C)(C)C
1001,17,CCCCC[N+](CC)(C(C)CCC)C(C)CCC
1002,17,CCCCC[N+](CC)(CC(C)CC)C(C)CCC
1003,17,CCCCC[N+](CC)(CC(C)CC)CC(C)CC
1004,17,CCCCC[N+](CC)(CCC(C)C)C(C)CCC
1005,17,CCCCC[N+](CC)(CCC(C)C)CC(C)CC
1006,17,CCCCC[N+](CC)(CCC(C)C)CCC(C)C
1007,17,CCCCC[N+](CC)(CCCCC)C(C)CCC
1008,17,CCCCC[N+](CC)(CCCCC)CC(C)CC
1009,17,CCCCC[N+](CC)(CCCCC)CCC(C)C
1010,17,CCCCC[N+](CC)(CCCCC)CCCCC
1011,17,CCCCC[N+](CCC(C)C)(C(C)C)C(C)(C)C
1012,17,CCCCC[N+](CCC(C)C)(CC(C)C)C(C)C
1013,17,CCCCC[N+](CCC)(C(C)CCC)C(C)(C)C
1014,17,CCCCC[N+](CCC)(CC(C)C)C(C)CCC
1015,17,CCCCC[N+](CCC)(CC(C)C)CC(C)CC
1016,17,CCCCC[N+](CCC)(CC(C)CC)C(C)(C)C
1017,17,CCCCC[N+](CCC)(CCC(C)C)C(C)(C)C
1018,17,CCCCC[N+](CCC)(CCC(C)C)CC(C)C
1019,17,CCCCC[N+](CCC)(CCCC)C(C)CCC
1020,17,CCCCC[N+](CCC)(CCCC)CC(C)CC
1021,17,CCCCC[N+](CCC)(CCCC)CCC(C)C
1022,17,CCCCC[N+](CCC)(CCCC)CCCCC
1023,17,CCCCC[N+](CCC)(CCCCC)C(C)(C)C
1024,17,CCCCC[N+](CCC)(CCCCC)CC(C)C
1025,17,CCCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C
1026,17,CCCCC[N+](CCCC)(C(C)C)C(C)CCC
1027,17,CCCCC[N+](CCCC)(CC(C)C)C(C)(C)C
1028,17,CCCCC[N+](CCCC)(CC(C)C)CC(C)C
1029,17,CCCCC[N+](CCCC)(CC(C)CC)C(C)C
1030,17,CCCCC[N+](CCCC)(CCC(C)C)C(C)C
1031,17,CCCCC[N+](CCCC)(CCCC)C(C)(C)C
1032,17,CCCCC[N+](CCCC)(CCCC)CC(C)C
1033,17,CCCCC[N+](CCCC)(CCCC)CCCC
1034,17,CCCCC[N+](CCCC)(CCCCC)C(C)C
1035,17,CCCCC[N+](CCCCC)(C(C)C)C(C)(C)C
1036,17,CCCCC[N+](CCCCC)(CC(C)C)C(C)C
1037,17,CCCC[N+](C(C)C)(C(C)CCC)C(C)CCC
1038,17,CCCC[N+](C(C)CCC)(C(C)(C)C)C(C)(C)C
1039,17,CCCC[N+](CC(C)C)(C(C)CCC)C(C)(C)C
1040,17,CCCC[N+](CC(C)C)(CC(C)C)C(C)CCC
1041,17,CCCC[N+](CC(C)C)(CC(C)C)CC(C)CC
1042,17,CCCC[N+](CC(C)C)(CC(C)CC)C(C)(C)C
1043,17,CCCC[N+](CC(C)CC)(C(C)(C)C)C(C)(C)C
1044,17,CCCC[N+](CC(C)CC)(C(C)C)C(C)CCC
1045,17,CCCC[N+](CC(C)CC)(CC(C)CC)C(C)C
1046,17,CCCC[N+](CCC(C)C)(C(C)(C)C)C(C)(C)C
1047,17,CCCC[N+](CCC(C)C)(C(C)C)C(C)CCC
1048,17,CCCC[N+](CCC(C)C)(CC(C)C)C(C)(C)C
1049,17,CCCC[N+](CCC(C)C)(CC(C)C)CC(C)C
1050,17,CCCC[N+](CCC(C)C)(CC(C)CC)C(C)C
1051,17,CCCC[N+](CCC(C)C)(CCC(C)C)C(C)C
1052,17,CCCC[N+](CCC)(C(C)CCC)C(C)CCC
1053,17,CCCC[N+](CCC)(CC(C)CC)C(C)CCC
1054,17,CCCC[N+](CCC)(CC(C)CC)CC(C)CC
1055,17,CCCC[N+](CCC)(CCC(C)C)C(C)CCC
1056,17,CCCC[N+](CCC)(CCC(C)C)CC(C)CC
1057,17,CCCC[N+](CCC)(CCC(C)C)CCC(C)C
1058,17,CCCC[N+](CCCC)(C(C)CCC)C(C)(C)C
1059,17,CCCC[N+](CCCC)(CC(C)C)C(C)CCC
1060,17,CCCC[N+](CCCC)(CC(C)C)CC(C)CC
1061,17,CCCC[N+](CCCC)(CC(C)CC)C(C)(C)C
1062,17,CCCC[N+](CCCC)(CCC(C)C)C(C)(C)C
1063,17,CCCC[N+](CCCC)(CCC(C)C)CC(C)C
1064,17,CCCC[N+](CCCC)(CCCC)C(C)CCC
1065,17,CCCC[N+](CCCC)(CCCC)CC(C)CC
1066,17,CCCC[N+](CCCC)(CCCC)CCC(C)C
1067,17,CCC[N+](CC(C)C)(CC(C)CC)CC(C)CC
1068,17,CCC[N+](CC(C)CC)(CC(C)CC)C(C)(C)C
1069,17,CCC[N+](CCC(C)C)(CC(C)C)CC(C)CC
1070,17,CCC[N+](CCC(C)C)(CC(C)CC)C(C)(C)C
1071,17,CCC[N+](CCC(C)C)(CCC(C)C)C(C)(C)C
1072,17,CCC[N+](CCC(C)C)(CCC(C)C)CC(C)C
1073,17,CC[N+](CCC(C)C)(CCC(C)C)CCC(C)C
1074,18,CC(C)CC[N+](CCC(C)C)(C(C)(C)C)C(C)(C)C
1075,18,CC(C)CC[N+](CCC(C)C)(CC(C)C)C(C)(C)C
1076,18,CC(C)CC[N+](CCC(C)C)(CC(C)C)CC(C)C
1077,18,CC(C)CC[N+](CCC(C)C)(CCC(C)C)C(C)C
1078,18,CCC(C)C[N+](CC(C)C)(CC(C)C)CC(C)CC
1079,18,CCC(C)C[N+](CC(C)C)(CC(C)CC)C(C)(C)C
1080,18,CCC(C)C[N+](CC(C)CC)(C(C)(C)C)C(C)(C)C
1081,18,CCC(C)C[N+](CC(C)CC)(CC(C)CC)C(C)C
1082,18,CCC(C)C[N+](CCC(C)C)(C(C)(C)C)C(C)(C)C
1083,18,CCC(C)C[N+](CCC(C)C)(CC(C)C)C(C)(C)C
1084,18,CCC(C)C[N+](CCC(C)C)(CC(C)C)CC(C)C
1085,18,CCC(C)C[N+](CCC(C)C)(CC(C)CC)C(C)C
1086,18,CCC(C)C[N+](CCC(C)C)(CCC(C)C)C(C)C
1087,18,CCCC(C)[N+](C(C)C)(C(C)CCC)C(C)CCC
1088,18,CCCC(C)[N+](C(C)CCC)(C(C)(C)C)C(C)(C)C
1089,18,CCCC(C)[N+](CC(C)C)(C(C)CCC)C(C)(C)C
1090,18,CCCC(C)[N+](CC(C)C)(CC(C)C)C(C)CCC
1091,18,CCCC(C)[N+](CC(C)C)(CC(C)C)CC(C)CC
1092,18,CCCC(C)[N+](CC(C)C)(CC(C)CC)C(C)(C)C
1093,18,CCCC(C)[N+](CC(C)CC)(C(C)(C)C)C(C)(C)C
1094,18,CCCC(C)[N+](CC(C)CC)(C(C)C)C(C)CCC
1095,18,CCCC(C)[N+](CC(C)CC)(CC(C)CC)C(C)C
1096,18,CCCC(C)[N+](CCC(C)C)(C(C)(C)C)C(C)(C)C
1097,18,CCCC(C)[N+](CCC(C)C)(C(C)C)C(C)CCC
1098,18,CCCC(C)[N+](CCC(C)C)(CC(C)C)C(C)(C)C
1099,18,CCCC(C)[N+](CCC(C)C)(CC(C)C)CC(C)C
1100,18,CCCC(C)[N+](CCC(C)C)(CC(C)CC)C(C)C
1101,18,CCCC(C)[N+](CCC(C)C)(CCC(C)C)C(C)C
1102,18,CCCC(C)[N+](CCC)(C(C)CCC)C(C)CCC
1103,18,CCCC(C)[N+](CCC)(CC(C)CC)C(C)CCC
1104,18,CCCC(C)[N+](CCC)(CC(C)CC)CC(C)CC
1105,18,CCCC(C)[N+](CCC)(CCC(C)C)C(C)CCC
1106,18,CCCC(C)[N+](CCC)(CCC(C)C)CC(C)CC
1107,18,CCCC(C)[N+](CCC)(CCC(C)C)CCC(C)C
1108,18,CCCCCCC[N+](C(C)C)(C(C)(C)C)C(C)(C)C
1109,18,CCCCCCC[N+](C(C)C)(C(C)C)C(C)CCC
1110,18,CCCCCCC[N+](C)(C(C)CCC)C(C)CCC
1111,18,CCCCCCC[N+](C)(CC(C)CC)C(C)CCC
1112,18,CCCCCCC[N+](C)(CC(C)CC)CC(C)CC
1113,18,CCCCCCC[N+](C)(CCC(C)C)C(C)CCC
1114,18,CCCCCCC[N+](C)(CCC(C)C)CC(C)CC
1115,18,CCCCCCC[N+](C)(CCC(C)C)CCC(C)C
1116,18,CCCCCCC[N+](C)(CCC)CCCCCCC
1117,18,CCCCCCC[N+](C)(CCCC)CCCCCC
1118,18,CCCCCCC[N+](C)(CCCCC)C(C)CCC
1119,18,CCCCCCC[N+](C)(CCCCC)CC(C)CC
1120,18,CCCCCCC[N+](C)(CCCCC)CCC(C)C
1121,18,CCCCCCC[N+](C)(CCCCC)CCCCC
1122,18,CCCCCCC[N+](C)(CCCCCC)C(C)(C)C
1123,18,CCCCCCC[N+](C)(CCCCCC)CC(C)C
1124,18,CCCCCCC[N+](C)(CCCCCCC)C(C)C
1125,18,CCCCCCC[N+](CC(C)C)(C(C)C)C(C)(C)C
1126,18,CCCCCCC[N+](CC(C)C)(CC(C)C)C(C)C
1127,18,CCCCCCC[N+](CC(C)CC)(C(C)C)C(C)C
1128,18,CCCCCCC[N+](CC)(C(C)CCC)C(C)(C)C
1129,18,CCCCCCC[N+](CC)(CC(C)C)C(C)CCC
1130,18,CCCCCCC[N+](CC)(CC(C)C)CC(C)CC
1131,18,CCCCCCC[N+](CC)(CC(C)CC)C(C)(C)C
1132,18,CCCCCCC[N+](CC)(CC)CCCCCCC
1133,18,CCCCCCC[N+](CC)(CCC(C)C)C(C)(C)C
1134,18,CCCCCCC[N+](CC)(CCC(C)C)CC(C)C
1135,18,CCCCCCC[N+](CC)(CCC)CCCCCC
1136,18,CCCCCCC[N+](CC)(CCCC)C(C)CCC
1137,18,CCCCCCC[N+](CC)(CCCC)CC(C)CC
1138,18,CCCCCCC[N+](CC)(CCCC)CCC(C)C
1139,18,CCCCCCC[N+](CC)(CCCC)CCCCC
1140,18,CCCCCCC[N+](CC)(CCCCC)C(C)(C)C
1141,18,CCCCCCC[N+](CC)(CCCCC)CC(C)C
1142,18,CCCCCCC[N+](CC)(CCCCCC)C(C)C
1143,18,CCCCCCC[N+](CCC(C)C)(C(C)C)C(C)C
1144,18,CCCCCCC[N+](CCC)(C(C)(C)C)C(C)(C)C
1145,18,CCCCCCC[N+](CCC)(C(C)C)C(C)CCC
1146,18,CCCCCCC[N+](CCC)(CC(C)C)C(C)(C)C
1147,18,CCCCCCC[N+](CCC)(CC(C)C)CC(C)C
1148,18,CCCCCCC[N+](CCC)(CC(C)CC)C(C)C
1149,18,CCCCCCC[N+](CCC)(CCC(C)C)C(C)C
1150,18,CCCCCCC[N+](CCC)(CCC)C(C)CCC
1151,18,CCCCCCC[N+](CCC)(CCC)CC(C)CC
1152,18,CCCCCCC[N+](CCC)(CCC)CCC(C)C
1153,18,CCCCCCC[N+](CCC)(CCC)CCCCC
1154,18,CCCCCCC[N+](CCC)(CCCC)C(C)(C)C
1155,18,CCCCCCC[N+](CCC)(CCCC)CC(C)C
1156,18,CCCCCCC[N+](CCC)(CCCC)CCCC
1157,18,CCCCCCC[N+](CCC)(CCCCC)C(C)C
1158,18,CCCCCCC[N+](CCCC)(C(C)C)C(C)(C)C
1159,18,CCCCCCC[N+](CCCC)(CC(C)C)C(C)C
1160,18,CCCCCCC[N+](CCCC)(CCCC)C(C)C
1161,18,CCCCCCC[N+](CCCCC)(C(C)C)C(C)C
1162,18,CCCCCC[N+](C(C)(C)C)(C(C)(C)C)C(C)(C)C
1163,18,CCCCCC[N+](C(C)C)(C(C)CCC)C(C)(C)C
1164,18,CCCCCC[N+](C)(CCCCC)CCCCCC
1165,18,CCCCCC[N+](C)(CCCCCC)C(C)CCC
1166,18,CCCCCC[N+](C)(CCCCCC)CC(C)CC
1167,18,CCCCCC[N+](C)(CCCCCC)CCC(C)C
1168,18,CCCCCC[N+](CC(C)C)(C(C)(C)C)C(C)(C)C
1169,18,CCCCCC[N+](CC(C)C)(C(C)C)C(C)CCC
1170,18,CCCCCC[N+](CC(C)C)(CC(C)C)C(C)(C)C
1171,18,CCCCCC[N+](CC(C)C)(CC(C)C)CC(C)C
1172,18,CCCCCC[N+](CC(C)C)(CC(C)CC)C(C)C
1173,18,CCCCCC[N+](CC(C)CC)(C(C)C)C(C)(C)C
1174,18,CCCCCC[N+](CC)(C(C)CCC)C(C)CCC
1175,18,CCCCCC[N+](CC)(CC(C)CC)C(C)CCC
1176,18,CCCCCC[N+](CC)(CC(C)CC)CC(C)CC
1177,18,CCCCCC[N+](CC)(CCC(C)C)C(C)CCC
1178,18,CCCCCC[N+](CC)(CCC(C)C)CC(C)CC
1179,18,CCCCCC[N+](CC)(CCC(C)C)CCC(C)C
1180,18,CCCCCC[N+](CC)(CCCC)CCCCCC
1181,18,CCCCCC[N+](CC)(CCCCC)C(C)CCC
1182,18,CCCCCC[N+](CC)(CCCCC)CC(C)CC
1183,18,CCCCCC[N+](CC)(CCCCC)CCC(C)C
1184,18,CCCCCC[N+](CC)(CCCCC)CCCCC
1185,18,CCCCCC[N+](CC)(CCCCCC)C(C)(C)C
1186,18,CCCCCC[N+](CC)(CCCCCC)CC(C)C
1187,18,CCCCCC[N+](CCC(C)C)(C(C)C)C(C)(C)C
1188,18,CCCCCC[N+](CCC(C)C)(CC(C)C)C(C)C
1189,18,CCCCCC[N+](CCC)(C(C)CCC)C(C)(C)C
1190,18,CCCCCC[N+](CCC)(CC(C)C)C(C)CCC
1191,18,CCCCCC[N+](CCC)(CC(C)C)CC(C)CC
1192,18,CCCCCC[N+](CCC)(CC(C)CC)C(C)(C)C
1193,18,CCCCCC[N+](CCC)(CCC(C)C)C(C)(C)C
1194,18,CCCCCC[N+](CCC)(CCC(C)C)CC(C)C
1195,18,CCCCCC[N+](CCC)(CCC)CCCCCC
1196,18,CCCCCC[N+](CCC)(CCCC)C(C)CCC
1197,18,CCCCCC[N+](CCC)(CCCC)CC(C)CC
1198,18,CCCCCC[N+](CCC)(CCCC)CCC(C)C
1199,18,CCCCCC[N+](CCC)(CCCC)CCCCC
1200,18,CCCCCC[N+](CCC)(CCCCC)C(C)(C)C
1201,18,CCCCCC[N+](CCC)(CCCCC)CC(C)C
1202,18,CCCCCC[N+](CCC)(CCCCCC)C(C)C
1203,18,CCCCCC[N+](CCCC)(C(C)(C)C)C(C)(C)C
1204,18,CCCCCC[N+](CCCC)(C(C)C)C(C)CCC
1205,18,CCCCCC[N+](CCCC)(CC(C)C)C(C)(C)C
1206,18,CCCCCC[N+](CCCC)(CC(C)C)CC(C)C
1207,18,CCCCCC[N+](CCCC)(CC(C)CC)C(C)C
1208,18,CCCCCC[N+](CCCC)(CCC(C)C)C(C)C
1209,18,CCCCCC[N+](CCCC)(CCCC)C(C)(C)C
1210,18,CCCCCC[N+](CCCC)(CCCC)CC(C)C
1211,18,CCCCCC[N+](CCCC)(CCCC)CCCC
1212,18,CCCCCC[N+](CCCC)(CCCCC)C(C)C
1213,18,CCCCCC[N+](CCCCC)(C(C)C)C(C)(C)C
1214,18,CCCCCC[N+](CCCCC)(CC(C)C)C(C)C
1215,18,CCCCCC[N+](CCCCCC)(C(C)C)C(C)C
1216,18,CCCCC[N+](C(C)C)(C(C)CCC)C(C)CCC
1217,18,CCCCC[N+](C(C)CCC)(C(C)(C)C)C(C)(C)C
1218,18,CCCCC[N+](CC(C)C)(C(C)CCC)C(C)(C)C
1219,18,CCCCC[N+](CC(C)C)(CC(C)C)C(C)CCC
1220,18,CCCCC[N+](CC(C)C)(CC(C)C)CC(C)CC
1221,18,CCCCC[N+](CC(C)C)(CC(C)CC)C(C)(C)C
1222,18,CCCCC[N+](CC(C)CC)(C(C)(C)C)C(C)(C)C
1223,18,CCCCC[N+](CC(C)CC)(C(C)C)C(C)CCC
1224,18,CCCCC[N+](CC(C)CC)(CC(C)CC)C(C)C
1225,18,CCCCC[N+](CCC(C)C)(C(C)(C)C)C(C)(C)C
1226,18,CCCCC[N+](CCC(C)C)(C(C)C)C(C)CCC
1227,18,CCCCC[N+](CCC(C)C)(CC(C)C)C(C)(C)C
1228,18,CCCCC[N+](CCC(C)C)(CC(C)C)CC(C)C
1229,18,CCCCC[N+](CCC(C)C)(CC(C)CC)C(C)C
1230,18,CCCCC[N+](CCC(C)C)(CCC(C)C)C(C)C
1231,18,CCCCC[N+](CCC)(C(C)CCC)C(C)CCC
1232,18,CCCCC[N+](CCC)(CC(C)CC)C(C)CCC
1233,18,CCCCC[N+](CCC)(CC(C)CC)CC(C)CC
1234,18,CCCCC[N+](CCC)(CCC(C)C)C(C)CCC
1235,18,CCCCC[N+](CCC)(CCC(C)C)CC(C)CC
1236,18,CCCCC[N+](CCC)(CCC(C)C)CCC(C)C
1237,18,CCCCC[N+](CCC)(CCCCC)C(C)CCC
1238,18,CCCCC[N+](CCC)(CCCCC)CC(C)CC
1239,18,CCCCC[N+](CCC)(CCCCC)CCC(C)C
1240,18,CCCCC[N+](CCC)(CCCCC)CCCCC
1241,18,CCCCC[N+](CCCC)(C(C)CCC)C(C)(C)C
1242,18,CCCCC[N+](CCCC)(CC(C)C)C(C)CCC
1243,18,CCCCC[N+](CCCC)(CC(C)C)CC(C)CC
1244,18,CCCCC[N+](CCCC)(CC(C)CC)C(C)(C)C
1245,18,CCCCC[N+](CCCC)(CCC(C)C)C(C)(C)C
1246,18,CCCCC[N+](CCCC)(CCC(C)C)CC(C)C
1247,18,CCCCC[N+](CCCC)(CCCC)C(C)CCC
1248,18,CCCCC[N+](CCCC)(CCCC)CC(C)CC
1249,18,CCCCC[N+](CCCC)(CCCC)CCC(C)C
1250,18,CCCCC[N+](CCCC)(CCCC)CCCCC
1251,18,CCCCC[N+](CCCC)(CCCCC)C(C)(C)C
1252,18,CCCCC[N+](CCCC)(CCCCC)CC(C)C
1253,18,CCCCC[N+](CCCCC)(C(C)(C)C)C(C)(C)C
1254,18,CCCCC[N+](CCCCC)(C(C)C)C(C)CCC
1255,18,CCCCC[N+](CCCCC)(CC(C)C)C(C)(C)C
1256,18,CCCCC[N+](CCCCC)(CC(C)C)CC(C)C
1257,18,CCCCC[N+](CCCCC)(CC(C)CC)C(C)C
1258,18,CCCCC[N+](CCCCC)(CCC(C)C)C(C)C
1259,18,CCCCC[N+](CCCCC)(CCCCC)C(C)C
1260,18,CCCC[N+](C(C)CCC)(C(C)CCC)C(C)(C)C
1261,18,CCCC[N+](CC(C)C)(C(C)CCC)C(C)CCC
1262,18,CCCC[N+](CC(C)C)(CC(C)CC)C(C)CCC
1263,18,CCCC[N+](CC(C)C)(CC(C)CC)CC(C)CC
1264,18,CCCC[N+](CC(C)CC)(C(C)CCC)C(C)(C)C
1265,18,CCCC[N+](CC(C)CC)(CC(C)CC)C(C)(C)C
1266,18,CCCC[N+](CCC(C)C)(C(C)CCC)C(C)(C)C
1267,18,CCCC[N+](CCC(C)C)(CC(C)C)C(C)CCC
1268,18,CCCC[N+](CCC(C)C)(CC(C)C)CC(C)CC
1269,18,CCCC[N+](CCC(C)C)(CC(C)CC)C(C)(C)C
1270,18,CCCC[N+](CCC(C)C)(CCC(C)C)C(C)(C)C
1271,18,CCCC[N+](CCC(C)C)(CCC(C)C)CC(C)C
1272,18,CCCC[N+](CCCC)(C(C)CCC)C(C)CCC
1273,18,CCCC[N+](CCCC)(CC(C)CC)C(C)CCC
1274,18,CCCC[N+](CCCC)(CC(C)CC)CC(C)CC
1275,18,CCCC[N+](CCCC)(CCC(C)C)C(C)CCC
1276,18,CCCC[N+](CCCC)(CCC(C)C)CC(C)CC
1277,18,CCCC[N+](CCCC)(CCC(C)C)CCC(C)C
1278,18,CCC[N+](CC(C)CC)(CC(C)CC)CC(C)CC
1279,18,CCC[N+](CCC(C)C)(CC(C)CC)CC(C)CC
1280,18,CCC[N+](CCC(C)C)(CCC(C)C)CC(C)CC
1281,18,CCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C
1282,19,CC(C)CC[N+](CCC(C)C)(CCC(C)C)C(C)(C)C
1283,19,CC(C)CC[N+](CCC(C)C)(CCC(C)C)CC(C)C
1284,19,CCC(C)C[N+](CC(C)C)(CC(C)CC)CC(C)CC
1285,19,CCC(C)C[N+](CC(C)CC)(CC(C)CC)C(C)(C)C
1286,19,CCC(C)C[N+](CCC(C)C)(CC(C)C)CC(C)CC
1287,19,CCC(C)C[N+](CCC(C)C)(CC(C)CC)C(C)(C)C
1288,19,CCC(C)C[N+](CCC(C)C)(CCC(C)C)C(C)(C)C
1289,19,CCC(C)C[N+](CCC(C)C)(CCC(C)C)CC(C)C
1290,19,CCCC(C)[N+](C(C)CCC)(C(C)CCC)C(C)(C)C
1291,19,CCCC(C)[N+](CC(C)C)(C(C)CCC)C(C)CCC
1292,19,CCCC(C)[N+](CC(C)C)(CC(C)CC)C(C)CCC
